id,actif,poste,ville,departement,region,lieux_poste,etablissements,finess,date_parution,mois_parution,annee_parution,categorie,type_structure,type_etablissement,latitude,longitude,latitude_finess,longitude_finess,qualite_coordonnees,source_coordonnees,source,observations,texte_source_poste,raison_sociale_finess,qualite_appariement_finess
20,Oui,Directeur / directrice,Bollezeele,Nord,Hauts-de-France,Bollezeele,EHPAD de Bollezeele et EHPAD d’Esquelbecq (Nord),590783288,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,50.86830243647888,2.3194474970606924,50.86830243647888,2.3194474970606924,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Non renseigné,EHPAD RESIDENCE SAINT-LOUIS,FINESS fourni
21,Oui,Directeur / directrice,Non renseigné,Var,Provence-Alpes-Côte d'Azur,Var,Pôle gérontologique du Riou Blanc au Seillans (Var),830015319,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,43.56966849460539,6.684366250785275,43.56966849460539,6.684366250785275,Coordonnées FINESS géolocalisées,"2,ATLASANTE,84,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Non renseigné,EHPAD LES JONQUIERS,FINESS fourni
22,Oui,Directeur / directrice,Neuvic d’Ussel,Corrèze,Nouvelle-Aquitaine,Neuvic d’Ussel,EHPAD de Neuvic d’Ussel (Corrèze),190002170,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,45.37266739605338,1.865241708172555,45.37266739605338,1.865241708172555,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Non renseigné,EHPAD DE CORREZE,FINESS fourni
23,Oui,Directeur / directrice,Thorigné-sur-Dué,Sarthe,Pays de la Loire,Thorigné-sur-Dué,EHPAD de Thorigné-sur-Dué et de Vibraye (Sarthe),720017698,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.03537730730858,0.5273459734466683,48.03537730730858,0.5273459734466683,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Non renseigné,FV ANAIS DE THORIGNE SUR DUE,FINESS fourni
24,Oui,Directeur / directrice,Non renseigné,Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Maison de retraite publique intercommunale Châteaurenard-Barbentane (Bouches-du-Rhône),130042781,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,43.88620158108155,4.847280337907479,43.88620158108155,4.847280337907479,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Non renseigné,CMP CHATEAURENARD,FINESS fourni
25,Oui,Directeur / directrice,Savines-le-Lac,Hautes-Alpes,Provence-Alpes-Côte d'Azur,Savines-le-Lac,EHPAD de Savines-le-Lac (Hautes-Alpes),050002054,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,44.525910134551864,6.40497781360472,44.525910134551864,6.40497781360472,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/jorf05092025ed3schefferie,Non renseigné,Non renseigné,EHPAD FRANCOIS PAVIE,FINESS fourni
26,Oui,directeur délégué des EHPAD et de l'EPMS,Saint Girons,Ariege,Occitanie,Saint Girons,Centre Hospitalier Ariège Couserans,090781816,2026-07-01 00:00:00,7,2026,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,42.9994639,1.1317678,Non renseigné,Non renseigné,Coordonnées manuelles,Saisie Excel,https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,Non renseigné,Non renseigné
27,Oui,directeur référent des sites extérieurs,Mamoudzou,Mayotte,Mayotte,Mamoudzou,centre hospitalier de Mamoudzou (Mayotte),980500011,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,-12.779885953297862,45.22867812944626,-12.779885953297862,45.22867812944626,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,UTM_S38",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CHM,FINESS fourni
28,Oui,directeur des ressources humaines,Ribérac Dronne Double,Dordogne,Nouvelle-Aquitaine,Ribérac Dronne Double,centre hospitalier intercommunal de Ribérac Dronne Double et EHPAD de La Roche-Chalais (Dordogne),240000414,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.80340725747063,1.2153511682084264,44.80340725747063,1.2153511682084264,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE HOSPITALIER DE DOMME,FINESS fourni
29,Oui,directeur délégué des EMS de St-Savinien et des EHPAD du groupe hospitalier Saintes-Saint-Jean-d’Angely,Saintes,Charente-Maritime,Nouvelle-Aquitaine,Saintes,groupe hospitalier « Saintes-Saint-Jean-d’Angély » à Saintes et les EHPAD de Matha et Saint-Savinien (direction commune) (Charente-Maritime),170803654,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.75412664911755,-0.6389711439757836,45.75412664911755,-0.6389711439757836,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD LES JARDINS DE SAINTES,FINESS fourni
30,Oui,"directeur adjoint chargé des affaires générales, des systèmes d’information et de l’organisation",Evreux,Eure,Normandie,Evreux,nouvel hôpital de Navarre à Evreux (Eure),270024748,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.01794710070911,1.1209020038175168,49.01794710070911,1.1209020038175168,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CMS EVREUX NAVARRE,FINESS fourni
31,Oui,"directeur des ressources humaines, des affaires médicales et de la relation avec les usagers",Bellegarde-en-Marche,Creuse,Nouvelle-Aquitaine,Bellegarde-en-Marche,centre hospitalier d’Aubusson et EHPAD « Les bouquets » de Bellegarde-en-Marche (direction commune) (Creuse),230000283,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,45.97820350953028,2.298793756945698,45.97820350953028,2.298793756945698,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD LES BOUQUETS,FINESS fourni
32,Oui,directeur adjoint en charge des ressources humaines,Non renseigné,Val-de-Marne,Île-de-France,Val-de-Marne,"groupe ABCD, résidence - services pour personnes âgées (direction commune) (Val-de-Marne)",940811987,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,48.773817672012875,2.4882827141567945,48.773817672012875,2.4882827141567945,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD RESIDENCE DES BORDS DE MARNE,FINESS fourni
33,Oui,Directeur,Saint Trivier de Courtes,Ain,AURA,Saint Trivier de Courtes,EHPAD résidence Docteur Perret,10000438,2026-07-01 00:00:00,7,2026,Chef d'établissement,Médico-social,EHPAD autonome,46.457131186241305,5.078651200000077,Non renseigné,Non renseigné,Coordonnées manuelles,Saisie Excel,https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,Non renseigné,Non renseigné
34,Oui,"directeur adjoint en charge du suivi de la construction d’un EHPAD site d’Amplepuis, du système d’information en lien avec le GHT",Cours,Rhône,Auvergne-Rhône-Alpes,Cours,centre hospitalier du Beaujolais Vert à Cours et EHPAD de Cublize (direction commune) (Rhône),690797824,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,46.08684796558675,4.31147015565216,46.08684796558675,4.31147015565216,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD DE COURS,FINESS fourni
35,Oui,directeur adjoint,Civray,Deux-Sèvres,Nouvelle-Aquitaine,Civray,EHPAD « Les Capucines » de Civray et EHPAD « Fondation Brothier » de Limalonges (direction commune) (Deux-Sèvres),790011530,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,46.17999342930669,-0.4715649363865459,46.17999342930669,-0.4715649363865459,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD FONDATION HELOISE DUPOND,FINESS fourni
36,Oui,directeur adjoint,Non renseigné,Sarthe,Pays de la Loire,Sarthe,EPISMS Bodincrapez (Sarthe),720016856,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,47.99675199681655,0.2292815999188114,47.99675199681655,0.2292815999188114,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,HAD DE LA SARTHE,FINESS fourni
37,Oui,"directeur du pôle gériatrique, des affaires médicales et du site du CRRF de Saint-Gobain",Saint-Gobain,Aisne,Hauts-de-France,Saint-Gobain,"centres hospitaliers de Laon, de La Fère et centre de rééducation et de réadaptation fonctionnelle « Jacques Ficheux » à Saint-Gobain (direction commune) (Aisne)",020000915,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,49.599771758986016,3.4182893534918644,49.599771758986016,3.4182893534918644,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,SSR JACQUES FICHEUX SAINT-GOBAIN,FINESS fourni
38,Oui,directeur adjoint de l’EHPAD « mon repos »,Culhat,Puy-de-Dôme,Auvergne-Rhône-Alpes,Culhat,EHPAD « mon repos » de Lezoux et EHPAD « Groisne Constance » à Culhat (Puy-de-Dôme),630781482,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,EHPAD autonome,45.86489068116261,3.335447081752635,45.86489068116261,3.335447081752635,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,"EHPAD ""GROISNE CONSTANCE""",FINESS fourni
39,Oui,"directeur délégué des EHPAD d’Argentan, Ecouché et Trun",Trun,Orne,Normandie,Trun,"centre hospitalier d’Argentan, EHPAD de Trun, EHPAD d’Écouché (Orne)",610784183,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,48.84416090464514,0.031238742777383,48.84416090464514,0.031238742777383,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,EHPAD P. WADIER DE TRUN,FINESS fourni
40,Oui,directeur adjoint,Non renseigné,Loire,Auvergne-Rhône-Alpes,Loire,foyer départemental de l’enfance et de la famille (FDEF42) (Loire),420786477,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,Handicap adulte,45.44483864113952,4.379549141626109,45.44483864113952,4.379549141626109,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,"FAO ""BENOIT CHARVET""",FINESS fourni
41,Oui,"directeur adjoint de la direction commune du centre hospitalier de Valence, en charge de la direction déléguée du centre hospitalier de Lamastre",Lamastre,Ardèche,Auvergne-Rhône-Alpes,Lamastre,"centre hospitalier de Valence, de Crest, de Die (Drôme), de Tournon, du Cheylard, « Elisée Charra » à Lamastre, EHPAD de Satillieu et EHPAD de Saint-Martin-de-Valamas (Ardèche) (direction commune) (Drôme)",070000187,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,EHPAD sanitaire,44.98512821045382,4.579137708599703,44.98512821045382,4.579137708599703,Coordonnées FINESS géolocalisées,"3,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH DE LAMASTRE,FINESS fourni
42,Oui,"directeur plateforme Athos80, composante gérontologie",Amiens,Somme,Hauts-de-France,Amiens,EPSOMS à Amiens et EPISSOS à Poix-de-Picardie (direction commune) (Somme),800003956,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Médico-social,Handicap adulte,49.878983330135696,2.3119995739627446,49.878983330135696,2.3119995739627446,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,ESAT EPSOMS AMIENS,FINESS fourni
43,Oui,directeur délégué à la filière gériatrique,Cannes,Alpes-Maritimes,Provence-Alpes-Côte d'Azur,Cannes,centre hospitalier de Cannes (Alpes-Maritimes),060000544,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Handicap enfant,43.56306648509433,7.005467426446206,43.56306648509433,7.005467426446206,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CH DE CANNES SIMONE VEIL,FINESS fourni
44,Oui,directeur en charge du pôle enfance,Meurthe-et-Moselle,Meurthe-et-Moselle,Grand Est,Meurthe-et-Moselle,réseau éducatif de Meurthe-et-Moselle (REMM) (Meurthe-et-Moselle),540004660,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Non précisé,Non précisé,48.68156581324041,6.190628282550883,48.68156581324041,6.190628282550883,Coordonnées FINESS géolocalisées,"2,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,CENTRE MATERNEL DU REMM,FINESS fourni
45,Oui,directeur adjoint en charge des affaires générales et du médico-social,Clamecy,Nièvre,Bourgogne-Franche-Comté,Clamecy,"centres hospitaliers d’Auxerre, d’Avallon, du Tonnerrois et de Clamecy (Nièvre) (Yonne)",580005841,2025-09-05 00:00:00,9,2025,Poste réservé aux élèves directeurs,Sanitaire,Établissement sanitaire,47.4593843061022,3.5192878053445993,47.4593843061022,3.5192878053445993,Coordonnées FINESS géolocalisées,"1,ATLASANTE,100,IGN,BD_ADRESSE,V2.2,LAMBERT_93",https://www.cng.sante.fr/documents/avis-ed3s-2025,Non renseigné,Non renseigné,BIO+ CLAMECY,FINESS fourni
